mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.014802074432373047,0.0007480380331852074,0.24535441398620605,0.004166339026932943,auto,10,9,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 9, 'weights': 'uniform'}",0.969559585492228,0.9702072538860104,0.9682642487046632,0.9669475048606611,0.9611147116007777,0.967218660908868,0.003250741222703998,277
0.015398454666137696,0.0008004554380884783,0.20774359703063966,0.0039704953969468436,auto,10,9,distance,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 9, 'weights': 'distance'}",0.969559585492228,0.9708549222797928,0.9689119170984456,0.9669475048606611,0.9611147116007777,0.9674777282663811,0.0034224431175922674,229
0.014607667922973633,0.0004930138113789388,0.2382730007171631,0.0015970663068568338,auto,10,10,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 10, 'weights': 'uniform'}",0.9721502590673575,0.9682642487046632,0.9689119170984456,0.9688917692806222,0.9617627997407647,0.9679961987783706,0.0034007033912346273,121
0.015815544128417968,0.0007718322183021023,0.2028120994567871,0.005171689687947598,auto,10,10,distance,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 10, 'weights': 'distance'}",0.9708549222797928,0.9702072538860104,0.9676165803108808,0.9675955930006481,0.9630589760207389,0.9678666650996142,0.0027443736482273334,157
0.016252803802490234,0.0013185671642860948,0.2491163730621338,0.007594744767523034,auto,10,11,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 11, 'weights': 'uniform'}",0.9721502590673575,0.9682642487046632,0.9682642487046632,0.9682436811406351,0.9598185353208036,0.9673481945876246,0.004055509792843431,241
0.017070770263671875,0.0009052251543684699,0.21644577980041504,0.005898519474967639,auto,10,11,distance,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 11, 'weights': 'distance'}",0.9721502590673575,0.9689119170984456,0.9689119170984456,0.9682436811406351,0.9598185353208036,0.9676072619451375,0.0041258299725415535,205
0.01700000762939453,0.0020003083117418738,0.24902091026306153,0.0043173523709508594,auto,10,12,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 12, 'weights': 'uniform'}",0.9721502590673575,0.9669689119170984,0.966321243523316,0.9701879455605963,0.9604666234607907,0.9672189967058318,0.0039898634913747965,253
0.01860156059265137,0.001854728244903159,0.20795493125915526,0.00273852920928501,auto,10,12,distance,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 12, 'weights': 'distance'}",0.9715025906735751,0.969559585492228,0.9669689119170984,0.9701879455605963,0.9630589760207389,0.9682556019328473,0.002987900700099493,85
0.014431524276733398,0.0012314733284116421,0.24112167358398437,0.003479119256317916,auto,10,13,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 13, 'weights': 'uniform'}",0.9708549222797928,0.9676165803108808,0.9669689119170984,0.9675955930006481,0.9611147116007777,0.9668301438218396,0.0031650800460668507,301
0.015599632263183593,0.0007992512623682046,0.20717926025390626,0.0030330404838719172,auto,10,13,distance,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 13, 'weights': 'distance'}",0.9715025906735751,0.9676165803108808,0.9676165803108808,0.9675955930006481,0.9617627997407647,0.96721882880735,0.003116961105834389,265
0.01571788787841797,0.0010335386456472157,0.24906492233276367,0.003674239827840058,auto,10,14,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 14, 'weights': 'uniform'}",0.9721502590673575,0.966321243523316,0.966321243523316,0.9675955930006481,0.9611147116007777,0.9667006101430831,0.0035210727996591506,313
0.01650867462158203,0.0008390967653413545,0.2111454963684082,0.003231382703169646,auto,10,14,distance,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 14, 'weights': 'distance'}",0.9715025906735751,0.9708549222797928,0.9669689119170984,0.9688917692806222,0.9630589760207389,0.9682554340343655,0.0030451470561832636,97
0.01640009880065918,0.0013569377305371463,0.23807339668273925,0.00991720250650254,auto,20,1,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 1, 'weights': 'uniform'}",0.9760362694300518,0.9702072538860104,0.9702072538860104,0.9650032404407,0.9637070641607258,0.9690322163606997,0.004391083663218043,13
0.01674680709838867,0.0011491202640895922,0.20759258270263672,0.004939194603980759,auto,20,1,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 1, 'weights': 'distance'}",0.9760362694300518,0.9702072538860104,0.9702072538860104,0.9650032404407,0.9637070641607258,0.9690322163606997,0.004391083663218043,13
0.015007781982421874,0.0007206275192559712,0.23663911819458008,0.004047552561477506,auto,20,2,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 2, 'weights': 'uniform'}",0.9708549222797928,0.9630829015544041,0.969559585492228,0.9617627997407647,0.9604666234607907,0.965145366505596,0.004234867470732838,325
0.015799522399902344,0.0007485844510458653,0.20373215675354003,0.0037142060137938006,auto,20,2,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 2, 'weights': 'distance'}",0.9760362694300518,0.9702072538860104,0.9702072538860104,0.9650032404407,0.9637070641607258,0.9690322163606997,0.004391083663218043,13
0.015120553970336913,0.0019372561435017199,0.24710664749145508,0.008020338295511159,auto,20,3,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'}",0.9727979274611399,0.9689119170984456,0.9650259067357513,0.966299416720674,0.9643551523007129,0.9674780640633447,0.0030825880066044564,217
0.017125511169433595,0.00048715063324254564,0.20751795768737794,0.0027327204331000893,auto,20,3,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'distance'}",0.9734455958549223,0.9689119170984456,0.9650259067357513,0.966299416720674,0.9643551523007129,0.9676075977421013,0.0033087259885017776,193
0.014861869812011718,0.0013480096171710576,0.2459108352661133,0.0033201282299761383,auto,20,4,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 4, 'weights': 'uniform'}",0.9708549222797928,0.9689119170984456,0.9682642487046632,0.9669475048606611,0.9598185353208036,0.9669594256528733,0.0037863474973063205,289
0.015314865112304687,0.0007523549072994281,0.2112640380859375,0.004565373279881584,auto,20,4,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 4, 'weights': 'distance'}",0.9747409326424871,0.9727979274611399,0.9656735751295337,0.9675955930006481,0.9637070641607258,0.968903018478907,0.004204477726563552,61
0.015121793746948243,0.0009709842042415121,0.24499568939208985,0.0033584090419006875,auto,20,5,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'uniform'}",0.9715025906735751,0.9689119170984456,0.9669689119170984,0.9688917692806222,0.9624108878807518,0.9677372153700986,0.003028234626926423,181
0.01663355827331543,0.001356107896787019,0.20832424163818358,0.006867080011672086,auto,20,5,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'distance'}",0.9715025906735751,0.969559585492228,0.9669689119170984,0.9688917692806222,0.9624108878807518,0.9678667490488551,0.003088955765962619,145
0.017059183120727538,0.0006499359140292186,0.2424010753631592,0.004350021854831883,auto,20,6,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 6, 'weights': 'uniform'}",0.9721502590673575,0.969559585492228,0.9669689119170984,0.9682436811406351,0.9624108878807518,0.9678666650996142,0.003222693397454272,157
0.018633413314819335,0.0032938152432236347,0.205643892288208,0.006108980301069551,auto,20,6,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 6, 'weights': 'distance'}",0.9734455958549223,0.9708549222797928,0.966321243523316,0.9675955930006481,0.9650032404407,0.9686441190198758,0.003088461917050756,73
0.016611146926879882,0.00350006120777533,0.24255452156066895,0.00404371022571882,auto,20,7,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'uniform'}",0.9721502590673575,0.9702072538860104,0.9682642487046632,0.966299416720674,0.9630589760207389,0.9679960308798888,0.0031455387489392615,133
0.015708732604980468,0.0005112436093060357,0.2106398582458496,0.004479580700872772,auto,20,7,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'distance'}",0.9721502590673575,0.9702072538860104,0.9689119170984456,0.966299416720674,0.9630589760207389,0.9681255645586454,0.003167177986774551,109
0.015199995040893555,0.0007474747046886211,0.2573112487792969,0.007203428804781363,auto,20,8,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 8, 'weights': 'uniform'}",0.9734455958549223,0.9682642487046632,0.9689119170984456,0.9695398574206092,0.9643551523007129,0.9689033542758707,0.0029028181229844717,49
0.021199417114257813,0.007520422971450886,0.21840829849243165,0.010994307833321313,auto,20,8,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 8, 'weights': 'distance'}",0.9740932642487047,0.9708549222797928,0.9676165803108808,0.9695398574206092,0.9669475048606611,0.9698104258241298,0.0025501435119209535,1
0.01621842384338379,0.0011268158751173154,0.2471017837524414,0.00594989135624789,auto,20,9,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 9, 'weights': 'uniform'}",0.969559585492228,0.9702072538860104,0.9682642487046632,0.9669475048606611,0.9611147116007777,0.967218660908868,0.003250741222703998,277
0.017023754119873048,0.000705061706324519,0.2133495330810547,0.005523670080687219,auto,20,9,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 9, 'weights': 'distance'}",0.969559585492228,0.9708549222797928,0.9689119170984456,0.9669475048606611,0.9611147116007777,0.9674777282663811,0.0034224431175922674,229
0.016272640228271483,0.001978802189033545,0.24186978340148926,0.003035704375316179,auto,20,10,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 10, 'weights': 'uniform'}",0.9721502590673575,0.9682642487046632,0.9689119170984456,0.9688917692806222,0.9617627997407647,0.9679961987783706,0.0034007033912346273,121
0.017061519622802734,7.433421785063599e-05,0.21144967079162597,0.00591335047661304,auto,20,10,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 10, 'weights': 'distance'}",0.9708549222797928,0.9702072538860104,0.9676165803108808,0.9675955930006481,0.9630589760207389,0.9678666650996142,0.0027443736482273334,157
0.015418100357055663,0.0014015447672623203,0.2401289939880371,0.002140347826774288,auto,20,11,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 11, 'weights': 'uniform'}",0.9721502590673575,0.9682642487046632,0.9682642487046632,0.9682436811406351,0.9598185353208036,0.9673481945876246,0.004055509792843431,241
0.015819883346557616,0.0002551053216395966,0.2078836441040039,0.0038550383433073486,auto,20,11,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 11, 'weights': 'distance'}",0.9721502590673575,0.9689119170984456,0.9689119170984456,0.9682436811406351,0.9598185353208036,0.9676072619451375,0.0041258299725415535,205
0.015520429611206055,0.0017095533356789538,0.2516345024108887,0.0032635615739361364,auto,20,12,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 12, 'weights': 'uniform'}",0.9721502590673575,0.9669689119170984,0.966321243523316,0.9701879455605963,0.9604666234607907,0.9672189967058318,0.0039898634913747965,253
0.01762533187866211,0.0015963057895936258,0.21668663024902343,0.0021306209728715517,auto,20,12,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 12, 'weights': 'distance'}",0.9715025906735751,0.969559585492228,0.9669689119170984,0.9701879455605963,0.9630589760207389,0.9682556019328473,0.002987900700099493,85
0.016227579116821288,0.0011684914419425464,0.24711265563964843,0.00566635886463784,auto,20,13,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 13, 'weights': 'uniform'}",0.9708549222797928,0.9676165803108808,0.9669689119170984,0.9675955930006481,0.9611147116007777,0.9668301438218396,0.0031650800460668507,301
0.01723799705505371,0.0009654065713103955,0.21524524688720703,0.0036082465471351396,auto,20,13,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 13, 'weights': 'distance'}",0.9715025906735751,0.9676165803108808,0.9676165803108808,0.9675955930006481,0.9617627997407647,0.96721882880735,0.003116961105834389,265
0.014843320846557618,0.0017477810385180621,0.25524230003356935,0.005412427027837803,auto,20,14,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 14, 'weights': 'uniform'}",0.9721502590673575,0.966321243523316,0.966321243523316,0.9675955930006481,0.9611147116007777,0.9667006101430831,0.0035210727996591506,313
0.015733861923217775,0.001180800921526975,0.2134404182434082,0.0056906735966375755,auto,20,14,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 14, 'weights': 'distance'}",0.9715025906735751,0.9708549222797928,0.9669689119170984,0.9688917692806222,0.9630589760207389,0.9682554340343655,0.0030451470561832636,97
0.014518499374389648,0.0011890709625905769,0.23514890670776367,0.0038656860709904094,auto,30,1,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 1, 'weights': 'uniform'}",0.9760362694300518,0.9702072538860104,0.9702072538860104,0.9650032404407,0.9637070641607258,0.9690322163606997,0.004391083663218043,13
0.015972328186035157,0.0006497060073992099,0.2046199321746826,0.0016995874220578644,auto,30,1,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 1, 'weights': 'distance'}",0.9760362694300518,0.9702072538860104,0.9702072538860104,0.9650032404407,0.9637070641607258,0.9690322163606997,0.004391083663218043,13
0.015401172637939452,0.0009800583231778022,0.2431422710418701,0.006480923880756346,auto,30,2,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 2, 'weights': 'uniform'}",0.9708549222797928,0.9630829015544041,0.969559585492228,0.9617627997407647,0.9604666234607907,0.965145366505596,0.004234867470732838,325
0.01646599769592285,0.0007363642880740595,0.20843143463134767,0.0034493695321239624,auto,30,2,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 2, 'weights': 'distance'}",0.9760362694300518,0.9702072538860104,0.9702072538860104,0.9650032404407,0.9637070641607258,0.9690322163606997,0.004391083663218043,13
0.014940690994262696,0.0011346766399130213,0.24317703247070313,0.004641256870392328,auto,30,3,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'uniform'}",0.9727979274611399,0.9689119170984456,0.9650259067357513,0.966299416720674,0.9643551523007129,0.9674780640633447,0.0030825880066044564,217
0.016648244857788087,0.0017588351620592233,0.21017236709594728,0.005541440829007165,auto,30,3,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'distance'}",0.9734455958549223,0.9689119170984456,0.9650259067357513,0.966299416720674,0.9643551523007129,0.9676075977421013,0.0033087259885017776,193
0.015000009536743164,0.001672544139752857,0.24435777664184571,0.0075251825413747446,auto,30,4,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 4, 'weights': 'uniform'}",0.9708549222797928,0.9689119170984456,0.9682642487046632,0.9669475048606611,0.9598185353208036,0.9669594256528733,0.0037863474973063205,289
0.017307567596435546,0.0012119947945755188,0.20754127502441405,0.004874956207039766,auto,30,4,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 4, 'weights': 'distance'}",0.9747409326424871,0.9727979274611399,0.9656735751295337,0.9675955930006481,0.9637070641607258,0.968903018478907,0.004204477726563552,61
0.015909957885742187,0.0018621605572332373,0.24527378082275392,0.004288538232326966,auto,30,5,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'uniform'}",0.9715025906735751,0.9689119170984456,0.9669689119170984,0.9688917692806222,0.9624108878807518,0.9677372153700986,0.003028234626926423,181
0.016724777221679688,0.0009327668495614399,0.20902395248413086,0.004836817289972717,auto,30,5,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'distance'}",0.9715025906735751,0.969559585492228,0.9669689119170984,0.9688917692806222,0.9624108878807518,0.9678667490488551,0.003088955765962619,145
0.017409658432006835,0.003739388499678128,0.24868350028991698,0.0012448662986178996,auto,30,6,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 6, 'weights': 'uniform'}",0.9721502590673575,0.969559585492228,0.9669689119170984,0.9682436811406351,0.9624108878807518,0.9678666650996142,0.003222693397454272,157
0.018008995056152343,0.0017838842716584537,0.20716686248779298,0.004591779055834729,auto,30,6,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 6, 'weights': 'distance'}",0.9734455958549223,0.9708549222797928,0.966321243523316,0.9675955930006481,0.9650032404407,0.9686441190198758,0.003088461917050756,73
0.01550307273864746,0.0007750645089872951,0.24347434043884278,0.002642206393914857,auto,30,7,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'uniform'}",0.9721502590673575,0.9702072538860104,0.9682642487046632,0.966299416720674,0.9630589760207389,0.9679960308798888,0.0031455387489392615,133
0.017643260955810546,0.0005559631187959328,0.21612839698791503,0.0013387801555262086,auto,30,7,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'distance'}",0.9721502590673575,0.9702072538860104,0.9689119170984456,0.966299416720674,0.9630589760207389,0.9681255645586454,0.003167177986774551,109
0.016262149810791014,0.0014512979869870878,0.2457507610321045,0.0025952795758368177,auto,30,8,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 8, 'weights': 'uniform'}",0.9734455958549223,0.9682642487046632,0.9689119170984456,0.9695398574206092,0.9643551523007129,0.9689033542758707,0.0029028181229844717,49
0.017821598052978515,0.0011557509299095462,0.21271538734436035,0.0018875303388987514,auto,30,8,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 8, 'weights': 'distance'}",0.9740932642487047,0.9708549222797928,0.9676165803108808,0.9695398574206092,0.9669475048606611,0.9698104258241298,0.0025501435119209535,1
0.016201210021972657,0.0011667604999979946,0.24718303680419923,0.0016804507868085872,auto,30,9,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'uniform'}",0.969559585492228,0.9702072538860104,0.9682642487046632,0.9669475048606611,0.9611147116007777,0.967218660908868,0.003250741222703998,277
0.016600322723388673,0.0004895547189716814,0.20953068733215333,0.002658835368128758,auto,30,9,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'distance'}",0.969559585492228,0.9708549222797928,0.9689119170984456,0.9669475048606611,0.9611147116007777,0.9674777282663811,0.0034224431175922674,229
0.016190338134765624,0.0019576172046276382,0.2475858211517334,0.005166177789077319,auto,30,10,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 10, 'weights': 'uniform'}",0.9721502590673575,0.9682642487046632,0.9689119170984456,0.9688917692806222,0.9617627997407647,0.9679961987783706,0.0034007033912346273,121
0.016378068923950197,0.0010302981382620585,0.21073689460754394,0.004790728762743697,auto,30,10,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 10, 'weights': 'distance'}",0.9708549222797928,0.9702072538860104,0.9676165803108808,0.9675955930006481,0.9630589760207389,0.9678666650996142,0.0027443736482273334,157
0.01933774948120117,0.0034289310267230206,0.250614070892334,0.005709953977696514,auto,30,11,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 11, 'weights': 'uniform'}",0.9721502590673575,0.9682642487046632,0.9682642487046632,0.9682436811406351,0.9598185353208036,0.9673481945876246,0.004055509792843431,241
0.01813850402832031,0.0008628681708952974,0.21772413253784179,0.0047502828571923655,auto,30,11,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 11, 'weights': 'distance'}",0.9721502590673575,0.9689119170984456,0.9689119170984456,0.9682436811406351,0.9598185353208036,0.9676072619451375,0.0041258299725415535,205
0.01557021141052246,0.0017555173727586955,0.25011358261108396,0.002323254116498761,auto,30,12,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 12, 'weights': 'uniform'}",0.9721502590673575,0.9669689119170984,0.966321243523316,0.9701879455605963,0.9604666234607907,0.9672189967058318,0.0039898634913747965,253
0.01642003059387207,0.0009759854986047945,0.21513428688049316,0.005192583943394429,auto,30,12,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 12, 'weights': 'distance'}",0.9715025906735751,0.969559585492228,0.9669689119170984,0.9701879455605963,0.9630589760207389,0.9682556019328473,0.002987900700099493,85
0.014725399017333985,0.001170439192912933,0.2465651512145996,0.0017097463622679945,auto,30,13,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 13, 'weights': 'uniform'}",0.9708549222797928,0.9676165803108808,0.9669689119170984,0.9675955930006481,0.9611147116007777,0.9668301438218396,0.0031650800460668507,301
0.016757631301879884,0.001085198881973175,0.21387953758239747,0.006783319941113672,auto,30,13,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 13, 'weights': 'distance'}",0.9715025906735751,0.9676165803108808,0.9676165803108808,0.9675955930006481,0.9617627997407647,0.96721882880735,0.003116961105834389,265
0.01659998893737793,0.0024173420299693194,0.2500441551208496,0.0031850536294275923,auto,30,14,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 14, 'weights': 'uniform'}",0.9721502590673575,0.966321243523316,0.966321243523316,0.9675955930006481,0.9611147116007777,0.9667006101430831,0.0035210727996591506,313
0.016546964645385742,0.0008555243874978862,0.21619119644165039,0.0016237378792133689,auto,30,14,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 14, 'weights': 'distance'}",0.9715025906735751,0.9708549222797928,0.9669689119170984,0.9688917692806222,0.9630589760207389,0.9682554340343655,0.0030451470561832636,97
0.44057345390319824,0.015798816251669383,5.3565160751342775,0.10849264831416182,ball_tree,10,1,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'uniform'}",0.9760362694300518,0.9702072538860104,0.9702072538860104,0.9650032404407,0.9637070641607258,0.9690322163606997,0.004391083663218043,13
